URLLength,DomainLength,TLDEncoding,NoOfLettersInURL,NoOfDigitsInURL,NoOfSpecialCharsInURL,IsHTTPS,LineOfCode,LargestLineLength,HasTitle,NoOfReference,DomainTitleMatchScore,URLTitleMatchScore,HasFavicon,Robots,IsResponsive,NoOfExternalFiles,HasDescription,HasSocialNet,HasCopyrightInfo,label
49,26,0.418,21,3,3,0,424,1235,1,5,77,71,0,1,0,8,0,0,0,0
47,24,0.418,19,2,3,0,426,1240,0,5,75,70,0,0,0,9,0,0,0,0
48,25,0.418,20,3,3,0,428,1245,1,5,76,71,0,1,0,8,0,0,0,0
49,26,0.418,21,2,3,0,430,1250,0,5,77,70,0,0,0,9,0,0,0,0
47,24,0.418,19,2,3,0,432,1255,1,5,75,71,0,1,0,8,0,0,0,0
48,25,0.418,20,3,3,0,434,1260,0,5,76,70,0,0,0,9,0,0,0,0
49,26,0.418,21,2,3,0,436,1265,1,5,77,71,0,1,0,8,0,0,0,0
47,24,0.418,19,2,3,0,438,1270,0,5,75,71,0,0,0,9,0,0,0,0
48,25,0.418,20,3,3,0,440,1275,1,5,76,70,0,1,0,8,0,0,0,0
49,26,0.418,21,3,3,0,442,1280,0,5,77,70,0,0,0,9,0,0,0,0
47,24,0.418,19,2,3,0,444,1285,1,5,75,71,0,1,0,8,0,0,0,0
48,25,0.418,20,3,3,0,446,1290,0,5,76,70,0,0,0,9,0,0,0,0
49,26,0.418,21,2,3,0,448,1295,1,5,77,71,0,1,0,8,0,0,0,0
35,20,0.570,18,0,1,1,800,1500,1,13,94,85,1,0,1,20,1,1,1,1
36,21,0.571,19,1,2,1,804,1505,1,14,95,86,0,1,1,21,1,1,1,1
35,20,0.570,18,0,1,1,808,1510,1,13,94,85,1,0,1,20,1,1,1,1
36,21,0.571,19,1,2,1,812,1515,1,14,95,86,0,1,1,21,1,1,1,1
37,22,0.572,20,0,1,1,816,1520,1,15,96,85,1,0,1,22,1,1,1,1
35,20,0.570,18,1,2,1,820,1525,1,13,94,86,0,1,1,20,1,1,1,1
36,21,0.571,19,0,1,1,824,1530,1,14,95,85,1,0,1,21,1,1,1,1
37,22,0.572,20,1,2,1,828,1535,1,15,96,86,0,1,1,22,1,1,1,1
35,20,0.570,18,0,1,1,832,1540,1,13,94,85,1,0,1,20,1,1,1,1
36,21,0.571,19,1,2,1,836,1545,1,14,95,86,0,1,1,21,1,1,1,1
37,22,0.572,20,0,1,1,840,1550,1,15,96,85,1,0,1,22,1,1,1,1
38,20,0.573,21,1,2,1,844,1555,1,16,97,86,0,1,1,23,1,1,1,1
35,21,0.570,18,0,1,1,848,1560,1,13,94,85,1,0,1,20,1,1,1,1
36,22,0.571,19,1,2,1,852,1565,1,14,95,86,0,1,1,21,1,1,1,1
37,20,0.572,20,0,1,1,856,1570,1,15,96,85,1,0,1,22,1,1,1,1
38,21,0.573,21,1,2,1,860,1575,1,16,97,86,0,1,1,23,1,1,1,1
35,22,0.570,18,0,1,1,864,1580,1,13,94,85,1,0,1,20,1,1,1,1
36,20,0.571,19,1,2,1,868,1585,1,14,95,86,0,1,1,21,1,1,1,1
37,21,0.572,20,0,1,1,872,1590,1,15,96,85,1,0,1,22,1,1,1,1
38,22,0.573,21,1,2,1,876,1595,1,16,97,86,0,1,1,23,1,1,1,1
39,20,0.573,22,0,1,1,880,1600,1,17,98,85,1,0,1,24,1,1,1,1
35,21,0.570,18,1,2,1,884,1605,1,13,94,86,0,1,1,20,1,1,1,1
36,22,0.571,19,0,1,1,888,1610,1,14,95,85,1,0,1,21,1,1,1,1
37,20,0.572,20,1,2,1,892,1615,1,15,96,86,0,1,1,22,1,1,1,1
38,21,0.573,21,0,1,1,896,1620,1,16,97,85,1,0,1,23,1,1,1,1
39,22,0.573,22,1,2,1,900,1625,1,17,98,86,0,1,1,24,1,1,1,1
35,20,0.570,18,0,1,1,904,1630,1,13,94,85,1,0,1,20,1,1,1,1
36,21,0.571,19,1,2,1,908,1635,1,14,95,86,0,1,1,21,1,1,1,1
37,22,0.572,20,0,1,1,912,1640,1,15,96,85,1,0,1,22,1,1,1,1
38,20,0.573,21,1,2,1,916,1645,1,16,97,86,0,1,1,23,1,1,1,1
39,21,0.573,22,0,1,1,920,1650,1,17,98,85,1,0,1,24,1,1,1,1
40,22,0.574,23,1,2,1,924,1655,1,18,99,86,0,1,1,25,1,1,1,1
35,20,0.570,18,0,1,1,928,1660,1,13,94,85,1,0,1,20,1,1,1,1
36,21,0.571,19,1,2,1,932,1665,1,14,95,86,0,1,1,21,1,1,1,1
37,22,0.572,20,0,1,1,936,1670,1,15,96,85,1,0,1,22,1,1,1,1
38,20,0.573,21,1,2,1,940,1675,1,16,97,86,0,1,1,23,1,1,1,1
39,21,0.573,22,0,1,1,944,1680,1,17,98,85,1,0,1,24,1,1,1,1
40,22,0.574,23,1,2,1,948,1685,1,18,99,86,0,1,1,25,1,1,1,1
41,20,0.574,24,0,1,1,952,1690,1,19,100,85,1,0,1,26,1,1,1,1
37,21,0.572,20,1,2,1,956,1695,1,15,96,86,0,1,1,22,1,1,1,1
38,22,0.573,21,0,1,1,960,1700,1,16,97,85,1,0,1,23,1,1,1,1
39,20,0.573,22,1,2,1,964,1705,1,17,98,86,0,1,1,24,1,1,1,1
40,21,0.574,23,0,1,1,968,1710,1,18,99,85,1,0,1,25,1,1,1,1
41,22,0.574,24,1,2,1,972,1715,1,19,100,86,0,1,1,26,1,1,1,1
42,20,0.574,25,0,1,1,976,1720,1,20,100,85,1,0,1,27,1,1,1,1
42,20,0.574,25,0,1,1,976,1720,1,20,100,85,1,0,1,27,1,1,1,1
43,21,0.574,26,1,2,1,980,1725,1,21,100,86,0,1,1,28,1,1,1,1
44,22,0.575,27,0,1,1,984,1730,1,22,100,85,1,0,1,29,1,1,1,1
45,20,0.575,28,1,2,1,988,1735,1,23,100,86,0,1,1,30,1,1,1,1
46,21,0.575,29,0,1,1,992,1740,1,24,100,85,1,0,1,31,1,1,1,1
47,22,0.575,30,1,2,1,996,1745,1,25,100,86,0,1,1,32,1,1,1,1
48,23,0.575,31,0,1,1,1000,1750,1,26,100,85,1,0,1,33,1,1,1,1
36,20,0.419,15,3,3,0,350,1050,0,5,75,70,0,0,0,9,0,0,0,0
35,21,0.419,14,2,3,0,352,1055,1,5,74,71,0,1,0,8,0,0,0,0
34,20,0.419,13,3,3,0,354,1060,0,5,73,70,0,0,0,9,0,0,0,0
33,21,0.419,12,2,3,0,356,1065,1,5,72,71,0,1,0,8,0,0,0,0
32,20,0.419,11,3,3,0,358,1070,0,5,71,70,0,0,0,9,0,0,0,0
31,21,0.419,10,2,3,0,360,1075,1,5,70,71,0,1,0,8,0,0,0,0
30,20,0.419,9,3,3,0,362,1080,0,5,69,70,0,0,0,9,0,0,0,0
29,21,0.419,8,2,3,0,364,1085,1,5,68,71,0,1,0,8,0,0,0,0
28,20,0.419,7,3,3,0,366,1090,0,5,67,70,0,0,0,9,0,0,0,0
27,21,0.419,6,2,3,0,368,1095,1,5,66,71,0,1,0,8,0,0,0,0
26,20,0.419,5,3,3,0,370,1100,0,5,65,70,0,0,0,9,0,0,0,0
25,21,0.419,4,2,3,0,372,1105,1,5,64,71,0,1,0,8,0,0,0,0
24,20,0.419,3,3,3,0,374,1110,0,5,63,70,0,0,0,9,0,0,0,0
23,21,0.419,2,2,3,0,376,1115,1,5,62,71,0,1,0,8,0,0,0,0
22,20,0.419,1,3,3,0,378,1120,0,5,61,70,0,0,0,9,0,0,0,0
21,21,0.419,0,2,3,0,380,1125,1,5,60,71,0,1,0,8,0,0,0,0
20,20,0.419,1,3,3,0,382,1130,0,5,59,70,0,0,0,9,0,0,0,0
19,21,0.419,2,2,3,0,384,1135,1,5,58,71,0,1,0,8,0,0,0,0
18,20,0.419,3,3,3,0,386,1140,0,5,57,70,0,0,0,9,0,0,0,0
17,21,0.419,4,2,3,0,388,1145,1,5,56,71,0,1,0,8,0,0,0,0
16,20,0.419,5,3,3,0,390,1150,0,5,55,70,0,0,0,9,0,0,0,0
15,21,0.419,6,2,3,0,392,1155,1,5,54,71,0,1,0,8,0,0,0,0
37,23,0.575,20,0,1,1,980,1650,1,15,96,87,1,0,1,24,1,1,1,1
38,22,0.576,21,1,2,1,984,1655,1,16,97,88,0,1,1,25,1,1,1,1
39,23,0.577,22,0,1,1,988,1660,1,15,96,87,1,0,1,24,1,1,1,1
40,22,0.576,21,1,2,1,992,1665,1,16,97,88,0,1,1,25,1,1,1,1
41,23,0.577,22,0,1,1,996,1670,1,15,96,87,1,0,1,24,1,1,1,1
42,22,0.578,23,1,2,1,1000,1675,1,16,97,88,0,1,1,25,1,1,1,1
43,23,0.579,24,0,1,1,1004,1680,1,17,98,87,1,0,1,26,1,1,1,1
44,22,0.578,23,1,2,1,1008,1685,1,18,99,88,0,1,1,27,1,1,1,1
45,23,0.579,24,0,1,1,1012,1690,1,17,98,87,1,0,1,26,1,1,1,1
46,22,0.578,23,1,2,1,1016,1695,1,18,99,88,0,1,1,27,1,1,1,1
47,23,0.579,24,0,1,1,1020,1700,1,19,100,87,1,0,1,28,1,1,1,1
48,22,0.580,25,1,2,1,1024,1705,1,20,100,88,0,1,1,29,1,1,1,1
49,23,0.580,26,0,1,1,1028,1710,1,19,100,87,1,0,1,28,1,1,1,1
50,22,0.580,25,1,2,1,1032,1715,1,20,100,88,0,1,1,29,1,1,1,1
51,23,0.581,26,0,1,1,1036,1720,1,21,100,87,1,0,1,30,1,1,1,1
52,22,0.581,27,1,2,1,1040,1725,1,22,100,88,0,1,1,31,1,1,1,1
53,23,0.582,28,0,1,1,1044,1730,1,21,100,87,1,0,1,30,1,1,1,1
54,22,0.582,27,1,2,1,1048,1735,1,22,100,88,0,1,1,31,1,1,1,1
55,23,0.583,28,0,1,1,1052,1740,1,23,100,87,1,0,1,32,1,1,1,1
56,22,0.583,29,1,2,1,1056,1745,1,24,100,88,0,1,1,33,1,1,1,1
57,23,0.584,30,0,1,1,1060,1750,1,23,100,87,1,0,1,32,1,1,1,1
58,22,0.584,29,1,2,1,1064,1755,1,24,100,88,0,1,1,33,1,1,1,1
59,23,0.585,30,0,1,1,1068,1760,1,25,100,87,1,0,1,34,1,1,1,1
60,22,0.585,31,1,2,1,1072,1765,1,26,100,88,0,1,1,35,1,1,1,1
61,23,0.586,32,0,1,1,1076,1770,1,25,100,87,1,0,1,34,1,1,1,1
62,22,0.586,31,1,2,1,1080,1775,1,26,100,88,0,1,1,35,1,1,1,1
63,23,0.587,32,0,1,1,1084,1780,1,27,100,87,1,0,1,36,1,1,1,1
64,22,0.587,33,1,2,1,1088,1785,1,28,100,88,0,1,1,37,1,1,1,1
65,23,0.588,34,0,1,1,1092,1790,1,27,100,87,1,0,1,36,1,1,1,1
66,22,0.588,33,1,2,1,1096,1795,1,28,100,88,0,1,1,37,1,1,1,1
67,23,0.589,34,0,1,1,1100,1800,1,29,100,87,1,0,1,38,1,1,1,1
68,22,0.589,35,1,2,1,1104,1805,1,30,100,88,0,1,1,39,1,1,1,1
69,23,0.590,36,0,1,1,1108,1810,1,29,100,87,1,0,1,38,1,1,1,1
70,22,0.590,35,1,2,1,1112,1815,1,30,100,88,0,1,1,39,1,1,1,1
71,23,0.591,36,0,1,1,1116,1820,1,31,100,87,1,0,1,40,1,1,1,1
72,22,0.591,37,1,2,1,1120,1825,1,32,100,88,0,1,1,41,1,1,1,1
73,23,0.592,38,0,1,1,1124,1830,1,31,100,87,1,0,1,40,1,1,1,1
74,22,0.592,37,1,2,1,1128,1835,1,32,100,88,0,1,1,41,1,1,1,1
75,23,0.593,38,0,1,1,1132,1840,1,33,100,87,1,0,1,42,1,1,1,1
76,22,0.593,39,1,2,1,1136,1845,1,34,100,88,0,1,1,43,1,1,1,1
77,23,0.594,40,0,1,1,1140,1850,1,33,100,87,1,0,1,42,1,1,1,1
78,22,0.594,39,1,2,1,1144,1855,1,34,100,88,0,1,1,43,1,1,1,1
79,23,0.595,40,0,1,1,1148,1860,1,35,100,87,1,0,1,44,1,1,1,1
80,22,0.595,41,1,2,1,1152,1865,1,36,100,88,0,1,1,45,1,1,1,1
81,23,0.596,42,0,1,1,1156,1870,1,35,100,87,1,0,1,44,1,1,1,1
82,22,0.596,41,1,2,1,1160,1875,1,36,100,88,0,1,1,45,1,1,1,1
83,23,0.597,42,0,1,1,1164,1880,1,37,100,87,1,0,1,46,1,1,1,1
84,22,0.597,43,1,2,1,1168,1885,1,38,100,88,0,1,1,47,1,1,1,1
85,23,0.598,44,0,1,1,1172,1890,1,37,100,87,1,0,1,46,1,1,1,1
86,22,0.598,43,1,2,1,1176,1895,1,38,100,88,0,1,1,47,1,1,1,1
87,23,0.599,44,0,1,1,1180,1900,1,39,100,87,1,0,1,48,1,1,1,1
88,22,0.599,45,1,2,1,1184,1905,1,40,100,88,0,1,1,49,1,1,1,1
89,23,0.600,46,0,1,1,1188,1910,1,39,100,87,1,0,1,48,1,1,1,1
90,22,0.600,45,1,2,1,1192,1915,1,40,100,88,0,1,1,49,1,1,1,1
91,23,0.600,46,0,1,1,1196,1920,1,41,100,87,1,0,1,50,1,1,1,1
92,22,0.600,45,1,2,1,1200,1925,1,40,100,88,0,1,1,49,1,1,1,1
93,23,0.600,46,0,1,1,1204,1930,1,41,100,87,1,0,1,50,1,1,1,1
94,22,0.600,45,1,2,1,1208,1935,1,40,100,88,0,1,1,49,1,1,1,1
95,23,0.600,46,0,1,1,1212,1940,1,41,100,87,1,0,1,50,1,1,1,1
96,22,0.600,45,1,2,1,1216,1945,1,40,100,88,0,1,1,49,1,1,1,1
97,23,0.600,46,0,1,1,1220,1950,1,41,100,87,1,0,1,50,1,1,1,1
98,22,0.600,45,1,2,1,1224,1955,1,40,100,88,0,1,1,49,1,1,1,1
99,23,0.600,46,0,1,1,1228,1960,1,41,100,87,1,0,1,50,1,1,1,1
100,22,0.600,45,1,2,1,1232,1965,1,40,100,88,0,1,1,49,1,1,1,1
121,81,0.581,16,0,1,1,305,910,1,11,80.4,75.5,1,0,1,15,1,1,1,1
122,82,0.582,17,1,2,1,310,920,1,12,80.8,76.0,1,1,1,16,1,1,1,1
123,83,0.583,18,0,1,1,315,930,1,13,81.2,76.5,1,0,1,17,1,1,1,1
124,84,0.584,19,1,2,1,320,940,1,14,81.6,77.0,1,1,1,18,1,1,1,1
125,85,0.585,20,0,1,1,325,950,1,15,82.0,77.5,1,0,1,19,1,1,1,1
126,86,0.586,21,1,2,1,330,960,1,11,82.4,78.0,1,1,1,15,1,1,1,1
127,87,0.587,22,0,1,1,335,970,1,12,82.8,78.5,1,0,1,16,1,1,1,1
128,88,0.588,23,1,2,1,340,980,1,13,83.2,79.0,1,1,1,17,1,1,1,1
129,89,0.589,24,0,1,1,345,990,1,14,83.6,79.5,1,0,1,18,1,1,1,1
130,90,0.590,25,1,2,1,350,1000,1,15,84.0,80.0,1,1,1,19,1,1,1,1
131,91,0.591,26,0,1,1,355,1010,1,11,84.4,80.5,1,0,1,15,1,1,1,1
132,92,0.592,27,1,2,1,360,1020,1,12,84.8,81.0,1,1,1,16,1,1,1,1
133,93,0.593,28,0,1,1,365,1030,1,13,85.2,81.5,1,0,1,17,1,1,1,1
134,94,0.594,29,1,2,1,370,1040,1,14,85.6,82.0,1,1,1,18,1,1,1,1
135,95,0.595,30,0,1,1,375,1050,1,15,86.0,82.5,1,0,1,19,1,1,1,1
136,96,0.596,31,1,2,1,380,1060,1,11,86.4,83.0,1,1,1,15,1,1,1,1
137,97,0.597,32,0,1,1,385,1070,1,12,86.8,83.5,1,0,1,16,1,1,1,1
138,98,0.598,33,1,2,1,390,1080,1,13,87.2,84.0,1,1,1,17,1,1,1,1
139,99,0.599,34,0,1,1,395,1090,1,14,87.6,84.5,1,0,1,18,1,1,1,1
140,100,0.600,35,1,2,1,400,1100,1,15,88.0,85.0,1,1,1,19,1,1,1,1
141,101,0.601,36,0,1,1,405,1110,1,11,88.4,85.5,1,0,1,15,1,1,1,1
142,102,0.602,37,1,2,1,410,1120,1,12,88.8,86.0,1,1,1,16,1,1,1,1
143,103,0.603,38,0,1,1,415,1130,1,13,89.2,86.5,1,0,1,17,1,1,1,1
144,104,0.604,39,1,2,1,420,1140,1,14,89.6,87.0,1,1,1,18,1,1,1,1
145,105,0.605,40,0,1,1,425,1150,1,15,90.0,87.5,1,0,1,19,1,1,1,1
146,106,0.606,41,1,2,1,430,1160,1,11,90.4,88.0,1,1,1,15,1,1,1,1
147,107,0.607,42,0,1,1,435,1170,1,12,90.8,88.5,1,0,1,16,1,1,1,1
148,108,0.608,43,1,2,1,440,1180,1,13,91.2,89.0,1,1,1,17,1,1,1,1
149,109,0.609,44,0,1,1,445,1190,1,14,91.6,89.5,1,0,1,18,1,1,1,1
150,110,0.610,45,1,2,1,450,1200,1,15,92.0,90.0,1,1,1,19,1,1,1,1
151,111,0.611,46,0,1,1,455,1210,1,11,92.4,90.5,1,0,1,15,1,1,1,1
152,112,0.612,47,1,2,1,460,1220,1,12,92.8,91.0,1,1,1,16,1,1,1,1
153,113,0.613,48,0,1,1,465,1230,1,13,93.2,91.5,1,0,1,17,1,1,1,1
154,114,0.614,49,1,2,1,470,1240,1,14,93.6,92.0,1,1,1,18,1,1,1,1
155,115,0.615,50,0,1,1,475,1250,1,15,94.0,92.5,1,0,1,19,1,1,1,1
156,116,0.616,51,1,2,1,480,1260,1,11,94.4,93.0,1,1,1,15,1,1,1,1
157,117,0.617,52,0,1,1,485,1270,1,12,94.8,93.5,1,0,1,16,1,1,1,1
158,118,0.618,53,1,2,1,490,1280,1,13,95.2,94.0,1,1,1,17,1,1,1,1
159,119,0.619,54,0,1,1,495,1290,1,14,95.6,94.5,1,0,1,18,1,1,1,1
160,120,0.620,55,1,2,1,500,1300,1,15,96.0,95.0,1,1,1,19,1,1,1,1
161,121,0.621,56,0,1,1,505,1310,1,11,96.4,95.5,1,0,1,15,1,1,1,1
162,122,0.622,57,1,2,1,510,1320,1,12,96.8,96.0,1,1,1,16,1,1,1,1
163,123,0.623,58,0,1,1,515,1330,1,13,97.2,96.5,1,0,1,17,1,1,1,1
164,124,0.624,59,1,2,1,520,1340,1,14,97.6,97.0,1,1,1,18,1,1,1,1
165,125,0.625,60,0,1,1,525,1350,1,15,98.0,97.5,1,0,1,19,1,1,1,1
202,16,0.401,11,0,3,0,605,1510,1,5,50.2,45.2,0,1,0,10,0,0,0,0
203,17,0.402,12,1,2,0,610,1520,1,6,50.4,45.4,0,0,0,11,0,0,0,0
204,18,0.403,13,0,3,0,615,1530,1,7,50.6,45.6,0,1,0,10,0,0,0,0
205,19,0.404,14,1,2,0,620,1540,1,8,50.8,45.8,0,0,0,11,0,0,0,0
206,20,0.405,15,0,3,0,625,1550,1,9,51.0,46.0,0,1,0,10,0,0,0,0
207,21,0.406,16,1,2,0,630,1560,1,5,51.2,46.2,0,0,0,11,0,0,0,0
208,22,0.407,17,0,3,0,635,1570,1,6,51.4,46.4,0,1,0,10,0,0,0,0
209,23,0.408,18,1,2,0,640,1580,1,7,51.6,46.6,0,0,0,11,0,0,0,0
210,24,0.409,19,0,3,0,645,1590,1,8,51.8,46.8,0,1,0,10,0,0,0,0
211,25,0.410,20,1,2,0,650,1600,1,9,52.0,47.0,0,0,0,11,0,0,0,0
212,26,0.411,21,0,3,0,655,1610,1,5,52.2,47.2,0,1,0,10,0,0,0,0
213,27,0.412,22,1,2,0,660,1620,1,6,52.4,47.4,0,0,0,11,0,0,0,0
214,28,0.413,23,0,3,0,665,1630,1,7,52.6,47.6,0,1,0,10,0,0,0,0
215,29,0.414,24,1,2,0,670,1640,1,8,52.8,47.8,0,0,0,11,0,0,0,0
216,30,0.415,25,0,3,0,675,1650,1,9,53.0,48.0,0,1,0,10,0,0,0,0
217,31,0.416,26,1,2,0,680,1660,1,5,53.2,48.2,0,0,0,11,0,0,0,0
218,32,0.417,27,0,3,0,685,1670,1,6,53.4,48.4,0,1,0,10,0,0,0,0
219,33,0.418,28,1,2,0,690,1680,1,7,53.6,48.6,0,0,0,11,0,0,0,0
220,34,0.419,29,0,3,0,695,1690,1,8,53.8,48.8,0,1,0,10,0,0,0,0
221,35,0.420,30,1,2,0,700,1700,1,9,54.0,49.0,0,0,0,11,0,0,0,0
222,36,0.421,31,0,3,0,705,1710,1,5,54.2,49.2,0,1,0,10,0,0,0,0
223,37,0.422,32,1,2,0,710,1720,1,6,54.4,49.4,0,0,0,11,0,0,0,0
224,38,0.423,33,0,3,0,715,1730,1,7,54.6,49.6,0,1,0,10,0,0,0,0
225,39,0.424,34,1,2,0,720,1740,1,8,54.8,49.8,0,0,0,11,0,0,0,0
226,40,0.425,35,0,3,0,725,1750,1,9,55.0,50.0,0,1,0,10,0,0,0,0
227,41,0.426,36,1,2,0,730,1760,1,5,55.2,50.2,0,0,0,11,0,0,0,0
228,42,0.427,37,0,3,0,735,1770,1,6,55.4,50.4,0,1,0,10,0,0,0,0
229,43,0.428,38,1,2,0,740,1780,1,7,55.6,50.6,0,0,0,11,0,0,0,0
230,44,0.429,39,0,3,0,745,1790,1,8,55.8,50.8,0,1,0,10,0,0,0,0
231,45,0.430,40,1,2,0,750,1800,1,9,56.0,51.0,0,0,0,11,0,0,0,0
232,46,0.431,41,0,3,0,755,1810,1,5,56.2,51.2,0,1,0,10,0,0,0,0
233,47,0.432,42,1,2,0,760,1820,1,6,56.4,51.4,0,0,0,11,0,0,0,0
234,48,0.433,43,0,3,0,765,1830,1,7,56.6,51.6,0,1,0,10,0,0,0,0
235,49,0.434,44,1,2,0,770,1840,1,8,56.8,51.8,0,0,0,11,0,0,0,0
236,50,0.435,45,0,3,0,775,1850,1,9,57.0,52.0,0,1,0,10,0,0,0,0
237,51,0.436,46,1,2,0,780,1860,1,5,57.2,52.2,0,0,0,11,0,0,0,0
238,52,0.437,47,0,3,0,785,1870,1,6,57.4,52.4,0,1,0,10,0,0,0,0
239,53,0.438,48,1,2,0,790,1880,1,7,57.6,52.6,0,0,0,11,0,0,0,0
240,54,0.439,49,0,3,0,795,1890,1,8,57.8,52.8,0,1,0,10,0,0,0,0
241,55,0.440,50,1,2,0,800,1900,1,9,58.0,53.0,0,0,0,11,0,0,0,0
171,91,0.610,16,0,1,1,700,1200,1,10,80.0,75.0,1,0,1,15,1,1,1,1
172,92,0.611,17,1,2,1,701,1201,1,11,80.4,75.4,1,1,1,16,1,1,1,1
173,93,0.612,18,0,1,1,702,1202,1,12,80.8,75.8,1,0,1,17,1,1,1,1
174,94,0.613,19,1,2,1,703,1203,1,13,81.2,76.2,1,1,1,18,1,1,1,1
175,95,0.614,20,0,1,1,704,1204,1,14,81.6,76.6,1,0,1,19,1,1,1,1
176,96,0.615,21,1,2,1,705,1205,1,15,82.0,77.0,1,1,1,20,1,1,1,1
177,97,0.616,22,0,1,1,706,1206,1,16,82.4,77.4,1,0,1,21,1,1,1,1
178,98,0.617,23,1,2,1,707,1207,1,17,82.8,77.8,1,1,1,22,1,1,1,1
179,99,0.618,24,0,1,1,708,1208,1,18,83.2,78.2,1,0,1,23,1,1,1,1
180,100,0.619,25,1,2,1,709,1209,1,19,83.6,78.6,1,1,1,24,1,1,1,1
181,101,0.620,26,0,1,1,710,1210,1,20,84.0,79.0,1,0,1,25,1,1,1,1
182,102,0.621,27,1,2,1,711,1211,1,21,84.4,79.4,1,1,1,26,1,1,1,1
183,103,0.622,28,0,1,1,712,1212,1,22,84.8,79.8,1,0,1,27,1,1,1,1
184,104,0.623,29,1,2,1,713,1213,1,23,85.2,80.2,1,1,1,28,1,1,1,1
185,105,0.624,30,0,1,1,714,1214,1,24,85.6,80.6,1,0,1,29,1,1,1,1
186,106,0.625,31,1,2,1,715,1215,1,25,86.0,81.0,1,1,1,30,1,1,1,1
187,107,0.626,32,0,1,1,716,1216,1,26,86.4,81.4,1,0,1,31,1,1,1,1
188,108,0.627,33,1,2,1,717,1217,1,27,86.8,81.8,1,1,1,32,1,1,1,1
189,109,0.628,34,0,1,1,718,1218,1,28,87.2,82.2,1,0,1,33,1,1,1,1
190,110,0.629,35,1,2,1,719,1219,1,29,87.6,82.6,1,1,1,34,1,1,1,1
191,111,0.630,36,0,1,1,720,1220,1,30,88.0,83.0,1,0,1,35,1,1,1,1
192,112,0.631,37,1,2,1,721,1221,1,31,88.4,83.4,1,1,1,36,1,1,1,1
193,113,0.632,38,0,1,1,722,1222,1,32,88.8,83.8,1,0,1,37,1,1,1,1
194,114,0.633,39,1,2,1,723,1223,1,33,89.2,84.2,1,1,1,38,1,1,1,1
195,115,0.634,40,0,1,1,724,1224,1,34,89.6,84.6,1,0,1,39,1,1,1,1
196,116,0.635,41,1,2,1,725,1225,1,35,90.0,85.0,1,1,1,40,1,1,1,1
197,117,0.636,42,0,1,1,726,1226,1,36,90.4,85.4,1,0,1,41,1,1,1,1
198,118,0.637,43,1,2,1,727,1227,1,37,90.8,85.8,1,1,1,42,1,1,1,1
199,119,0.638,44,0,1,1,728,1228,1,38,91.2,86.2,1,0,1,43,1,1,1,1
200,120,0.639,45,1,2,1,729,1229,1,39,91.6,86.6,1,1,1,44,1,1,1,1
201,121,0.640,46,0,1,1,730,1230,1,40,92.0,87.0,1,0,1,45,1,1,1,1
202,122,0.641,47,1,2,1,731,1231,1,41,92.4,87.4,1,1,1,46,1,1,1,1
203,123,0.642,48,0,1,1,732,1232,1,42,92.8,87.8,1,0,1,47,1,1,1,1
204,124,0.643,49,1,2,1,733,1233,1,43,93.2,88.2,1,1,1,48,1,1,1,1
205,125,0.644,50,0,1,1,734,1234,1,44,93.6,88.6,1,0,1,49,1,1,1,1
206,126,0.645,51,1,2,1,735,1235,1,45,94.0,89.0,1,1,1,50,1,1,1,1
207,127,0.646,52,0,1,1,736,1236,1,46,94.4,89.4,1,0,1,51,1,1,1,1
208,128,0.647,53,1,2,1,737,1237,1,47,94.8,89.8,1,1,1,52,1,1,1,1
209,129,0.648,54,0,1,1,738,1238,1,48,95.2,90.2,1,0,1,53,1,1,1,1
210,130,0.649,55,1,2,1,739,1239,1,49,95.6,90.6,1,1,1,54,1,1,1,1
211,131,0.650,56,0,1,1,740,1240,1,50,96.0,91.0,1,0,1,55,1,1,1,1
212,132,0.651,57,1,2,1,741,1241,1,51,96.4,91.4,1,1,1,56,1,1,1,1
213,133,0.652,58,0,1,1,742,1242,1,52,96.8,91.8,1,0,1,57,1,1,1,1
214,134,0.653,59,1,2,1,743,1243,1,53,97.2,92.2,1,1,1,58,1,1,1,1
215,135,0.654,60,0,1,1,744,1244,1,54,97.6,92.6,1,0,1,59,1,1,1,1
216,136,0.655,61,1,2,1,745,1245,1,55,98.0,93.0,1,1,1,60,1,1,1,1
217,137,0.656,62,0,1,1,746,1246,1,56,98.4,93.4,1,0,1,61,1,1,1,1
218,138,0.657,63,1,2,1,747,1247,1,57,98.8,93.8,1,1,1,62,1,1,1,1
219,139,0.658,64,0,1,1,748,1248,1,58,99.2,94.2,1,0,1,63,1,1,1,1
220,140,0.659,65,1,2,1,749,1249,1,59,99.6,94.6,1,1,1,64,1,1,1,1
901,6,0.350,5,5,3,0,100,300,0,5,30,25,0,0,0,5,0,0,0,0
902,7,0.351,6,6,4,0,101,301,0,6,31,26,0,0,0,6,0,0,0,0
903,8,0.352,7,7,5,0,102,302,0,7,32,27,0,0,0,7,0,0,0,0
904,9,0.353,8,8,6,0,103,303,0,8,33,28,0,0,0,8,0,0,0,0
905,10,0.354,9,9,7,0,104,304,0,9,34,29,0,0,0,9,0,0,0,0
906,11,0.355,10,10,8,0,105,305,0,10,35,30,0,0,0,10,0,0,0,0
907,12,0.356,11,11,9,0,106,306,0,11,36,31,0,0,0,11,0,0,0,0
908,13,0.357,12,12,10,0,107,307,0,12,37,32,0,0,0,12,0,0,0,0
