"URLLength","DomainLength","TLDEncoding","NoOfLettersInURL","NoOfDegitsInURL","NoOfSpecialCharsInURL","IsHTTPS","LineOfCode","LargestLineLength","HasTitle","NoOfReference","DomainTitleMatchScore","URLTitleMatchScore","HasFavicon","Robots","IsResponsive","NoOfExternalFiles","HasDescription","HasSocialNet","HasCopyrightInfo","label"
23,17,0.198300283286119,11,0,1,0,2,32,0,0,0,0,0,0,0,0,0,0,0,0
28,21,0.198300283286119,11,2,3,1,199,246,1,63,0,0,0,0,0,55,1,0,0,1
23,16,0.198300283286119,9,0,2,1,460,384,1,31,0,0,0,0,0,39,1,0,1,1
25,14,0.198300283286119,9,6,3,0,9,77,1,2,0,0,0,0,0,0,0,0,0,0
20,13,0.198300283286119,7,0,1,1,291,408,1,25,100,100,0,0,1,24,1,0,0,1
26,20,0.198300283286119,6,7,2,0,9,44,1,0,0,0,0,0,0,0,0,0,0,0
26,20,0.198300283286119,6,7,2,0,9,44,1,0,0,0,0,0,0,0,0,0,0,0
26,20,0.198300283286119,6,7,2,0,9,44,1,0,0,0,0,0,0,0,0,0,0,0
26,20,0.198300283286119,6,7,2,0,9,44,1,0,0,0,0,0,0,0,0,0,0,0
26,20,0.198300283286119,6,7,2,0,9,44,1,0,0,0,0,0,0,0,0,0,0,0
26,20,0.198300283286119,6,7,2,0,9,44,1,0,0,0,0,0,0,0,0,0,0,0
20,14,0.198300283286119,8,0,1,0,2,28,0,0,0,0,0,0,0,0,0,0,0,0
55,29,0.198300283286119,24,18,6,0,25,100000,1,3,0,0,1,0,0,2,0,0,1,0
51,16,0.198300283286119,23,17,3,1,2,289,1,0,0,100,0,0,0,0,0,0,0,0
19,12,0.198300283286119,6,0,1,1,932,12193,1,144,0,0,1,0,1,46,0,1,1,1
22,15,0.198300283286119,8,0,2,1,2804,438,1,265,100,100,1,0,1,101,0,0,0,1
29,11,0.198300283286119,11,8,2,1,9,42,1,0,0,100,0,0,0,0,0,0,0,0
37,14,0.198300283286119,18,7,5,0,9,89,1,2,0,0,0,0,0,0,0,0,0,0
24,17,0.198300283286119,10,0,2,1,990,10899,1,58,90,90,1,1,1,32,1,1,1,1
26,20,0.198300283286119,6,7,2,0,9,44,1,0,0,0,0,0,0,0,0,0,0,0
26,20,0.198300283286119,6,7,2,0,9,44,1,0,0,0,0,0,0,0,0,0,0,0
24,16,0.198300283286119,12,1,4,0,85,130,1,5,0,0,1,0,1,3,0,0,0,0
33,25,0.198300283286119,22,0,4,0,120,100000,1,4,0,0,0,0,1,0,0,0,0,0
57,10,0.198300283286119,42,2,5,1,227,644,1,34,0,97.6744186,1,1,1,22,1,0,0,0
21,14,0.198300283286119,5,0,4,1,1528,7081,1,165,0,0,1,0,0,17,0,0,0,1
20,13,0.198300283286119,4,3,1,1,3033,2110,1,756,100,100,1,1,1,103,1,1,1,1
33,27,0.198300283286119,19,0,3,0,9,44,1,0,0,0,0,0,0,0,0,0,0,0
26,20,0.198300283286119,6,7,2,0,9,44,1,0,0,0,0,0,0,0,0,0,0,0
25,19,0.198300283286119,11,0,3,0,9,44,1,0,0,0,0,0,0,0,0,0,0,0
26,19,0.198300283286119,13,0,1,1,2,38,0,0,0,0,0,0,0,0,0,0,0,0
22,14,0.198300283286119,6,6,3,0,9,38,1,0,0,0,0,0,0,0,0,0,0,0
26,20,0.198300283286119,6,7,2,0,9,44,1,0,0,0,0,0,0,0,0,0,0,0
24,8,0.198300283286119,14,0,3,0,2,33,0,0,0,0,0,0,0,0,0,0,0,0
26,20,0.198300283286119,6,7,2,0,9,44,1,0,0,0,0,0,0,0,0,0,0,0
50,29,0.198300283286119,21,16,6,0,78,1847,1,3,0,0,0,0,1,6,1,0,1,0
26,19,0.198300283286119,12,0,2,1,4027,4624,1,386,0,0,1,0,1,64,1,1,1,1
26,20,0.198300283286119,6,7,2,0,9,44,1,0,0,0,0,0,0,0,0,0,0,0
23,16,0.198300283286119,9,0,2,1,846,2690,1,43,100,100,0,0,1,65,1,1,1,1
27,21,0.198300283286119,13,0,3,0,125,19980,1,4,0,0,0,0,1,0,0,0,0,0
22,16,0.198300283286119,10,0,1,0,11,109,1,1,100,100,0,0,0,0,0,0,0,0
23,17,0.198300283286119,11,0,1,0,2,32,0,0,0,0,0,0,0,0,0,0,0,0
27,20,0.198300283286119,7,7,2,0,9,44,1,0,0,0,0,0,0,0,0,0,0,0
54,14,0.198300283286119,37,6,4,0,9,62,1,0,0,0,0,0,0,0,0,0,0,0
60,36,0.198300283286119,46,0,7,0,120,100000,1,4,0,0,0,0,1,0,0,0,0,0
26,20,0.198300283286119,6,7,2,0,9,44,1,0,0,0,0,0,0,0,0,0,0,0
31,13,0.198300283286119,13,8,2,1,9,42,1,0,0,100,0,0,0,0,0,0,0,0
81,19,0.198300283286119,53,11,9,1,2,289,1,0,0,98.52941176,0,0,0,0,0,0,0,0
61,29,0.198300283286119,38,8,8,0,302,196,1,1,0,0,0,0,1,14,1,0,1,0
27,20,0.198300283286119,7,7,2,0,9,44,1,0,0,0,0,0,0,0,0,0,0,0
78,14,0.198300283286119,36,27,8,0,9,87,1,0,0,0,0,0,0,0,0,0,0,0
32,25,0.198300283286119,19,0,2,0,112,178,1,3,0,0,0,0,0,2,0,0,0,0
55,30,0.198300283286119,31,9,8,0,3,64,0,0,0,0,0,0,0,0,0,0,0,0
16,10,0.198300283286119,3,1,1,0,11,109,1,1,100,100,0,0,0,0,0,0,0,0
29,23,0.198300283286119,15,0,3,0,125,19980,1,4,0,0,0,0,1,0,0,0,0,0
55,14,0.198300283286119,31,7,10,0,9,63,1,0,0,0,0,0,0,0,0,0,0,0
27,20,0.198300283286119,7,7,2,0,9,44,1,0,0,0,0,0,0,0,0,0,0,0
40,18,0.198300283286119,29,0,3,1,2,289,1,0,0,96.42857143,0,0,0,0,0,0,0,0
49,14,0.198300283286119,28,7,7,0,180,2158,1,8,0,0,0,0,1,3,0,0,0,0
21,15,0.198300283286119,9,0,1,0,2,29,0,0,0,0,0,0,0,0,0,0,0,0
41,29,0.198300283286119,19,10,5,0,202,174,1,2,0,0,0,0,1,34,0,0,1,0
18,11,0.198300283286119,5,0,1,1,2641,9381,1,670,0,0,0,1,1,156,1,1,1,1
29,22,0.198300283286119,16,0,1,1,2,289,1,0,100,100,0,0,0,0,0,0,0,0
23,17,0.198300283286119,11,0,1,0,9,50,1,0,0,0,0,0,0,0,0,0,0,0
24,17,0.198300283286119,11,0,1,1,2562,444,1,196,0,0,1,1,1,138,1,1,1,1
45,14,0.198300283286119,25,6,7,0,9,53,1,0,0,0,0,0,0,0,0,0,0,0
20,13,0.198300283286119,7,0,1,1,1608,3558,1,245,83.33333333,83.33333333,0,0,1,68,1,1,1,1
20,14,0.198300283286119,8,0,1,0,2,30,0,0,0,0,0,0,0,0,0,0,0,0
26,20,0.198300283286119,6,7,2,0,9,44,1,0,0,0,0,0,0,0,0,0,0,0
21,14,0.198300283286119,8,0,1,1,9,50,1,0,85.71428571,85.71428571,0,0,0,0,0,0,0,0
52,18,0.198300283286119,25,16,3,1,2,62,0,0,0,0,0,0,0,0,0,0,0,0
35,27,0.198300283286119,17,7,4,0,9,110,1,2,0,0,0,0,0,0,0,0,0,0
47,14,0.198300283286119,28,6,6,0,9,55,1,0,0,0,0,0,0,0,0,0,0,0
54,14,0.198300283286119,24,16,7,0,9,63,1,0,0,0,0,0,0,0,0,0,0,0
35,27,0.198300283286119,17,7,4,0,117,113,1,2,0,0,0,0,1,4,0,0,0,0
24,15,0.198300283286119,14,0,2,1,2,289,1,0,100,100,0,0,0,0,0,0,0,0
25,19,0.198300283286119,13,0,1,0,2,34,0,0,0,0,0,0,0,0,0,0,0,0
26,20,0.198300283286119,6,7,2,0,9,44,1,0,0,0,0,0,0,0,0,0,0,0
35,27,0.198300283286119,17,7,4,0,9,110,1,2,0,0,0,0,0,0,0,0,0,0
26,20,0.198300283286119,6,7,2,0,9,44,1,0,0,0,0,0,0,0,0,0,0,0
41,29,0.198300283286119,19,10,5,0,67,151,1,0,0,0,0,0,1,3,0,0,1,0
21,14,0.198300283286119,8,0,1,1,1146,3366,1,81,100,100,0,0,1,49,1,1,1,1
57,14,0.198300283286119,26,17,7,0,2,65,0,0,0,2.272727273,0,0,0,0,0,0,0,0
20,14,0.198300283286119,8,0,1,0,2,28,0,0,0,0,0,0,0,0,0,0,0,0
23,16,0.198300283286119,10,0,1,1,908,2075,1,108,100,100,0,1,0,62,0,1,1,1
25,18,0.198300283286119,12,0,1,1,872,696,1,204,0,0,1,0,1,11,0,0,1,1
44,10,0.198300283286119,28,2,6,1,2,53,0,0,0,0,0,0,0,0,0,0,0,0
46,29,0.198300283286119,27,7,5,0,25,100000,1,3,0,0,1,0,0,2,0,0,1,0
18,11,0.198300283286119,5,0,1,1,807,4142,1,258,100,100,0,0,1,42,0,0,1,1
20,13,0.198300283286119,7,0,1,1,4030,2342,1,513,0,0,1,1,1,266,1,1,1,1
24,17,0.198300283286119,13,1,3,0,23,85,0,2,0,0,0,1,0,0,0,0,0,0
24,17,0.198300283286119,11,0,1,1,4524,2703,1,485,0,0,1,0,1,206,1,0,1,1
26,20,0.198300283286119,6,7,2,0,125,19980,1,4,0,0,0,0,1,0,0,0,0,0
23,16,0.198300283286119,10,0,1,1,991,975,1,7,0,0,1,0,1,24,1,1,1,1
51,16,0.198300283286119,23,17,3,1,2,289,1,0,0,100,0,0,0,0,0,0,0,0
16,9,0.198300283286119,3,0,1,1,1071,985,1,126,100,100,1,1,1,49,1,1,1,1
21,15,0.198300283286119,6,3,1,0,2,30,0,0,12.5,12.5,0,0,0,0,0,0,0,0
30,24,0.198300283286119,15,2,2,0,2,40,0,0,0,0,0,0,0,0,0,0,0,0
35,27,0.198300283286119,17,7,4,0,149,131,1,0,0,0,0,0,1,10,0,0,0,0
36,30,0.198300283286119,22,0,3,0,9,45,1,0,0,0,0,0,0,0,0,0,0,0
26,19,0.198300283286119,13,0,1,1,975,861,1,103,0,0,1,0,1,33,1,1,1,1
29,23,0.198300283286119,15,0,3,0,9,44,1,0,0,0,0,0,0,0,0,0,0,0
26,20,0.198300283286119,6,7,2,0,9,44,1,0,0,0,0,0,0,0,0,0,0,0
28,21,0.198300283286119,15,0,1,1,339,2185,1,69,100,100,0,0,1,31,0,1,1,1
26,20,0.198300283286119,6,7,2,0,9,44,1,0,0,0,0,0,0,0,0,0,0,0
26,20,0.198300283286119,6,7,2,0,9,44,1,0,0,0,0,0,0,0,0,0,0,0
26,20,0.198300283286119,6,7,2,0,9,44,1,0,0,0,0,0,0,0,0,0,0,0
54,30,0.198300283286119,32,7,8,0,9,62,1,0,0,0,0,0,0,0,0,0,0,0
22,16,0.198300283286119,10,0,1,0,2,31,0,0,0,0,0,0,0,0,0,0,0,0
26,20,0.198300283286119,6,7,2,0,9,44,1,0,0,0,0,0,0,0,0,0,0,0
41,29,0.198300283286119,19,10,5,0,261,184,1,5,0,0,0,0,1,7,0,0,1,0
24,18,0.198300283286119,12,0,1,0,175,481,1,6,0,0,0,1,0,2,0,0,1,0
20,13,0.198300283286119,6,2,1,0,2,29,0,0,0,0,0,0,0,0,0,0,0,0
28,22,0.198300283286119,16,0,1,0,2,289,1,0,100,100,0,0,0,0,0,0,0,0
24,17,0.198300283286119,11,0,1,1,2447,1210,1,325,0,0,1,1,1,179,1,1,1,1
29,22,0.198300283286119,16,0,1,1,535,539,1,77,100,100,0,0,1,26,0,1,1,1
21,15,0.198300283286119,9,0,1,0,2,30,0,0,0,0,0,0,0,0,0,0,0,0
26,20,0.198300283286119,6,7,2,0,9,44,1,0,0,0,0,0,0,0,0,0,0,0
26,20,0.198300283286119,6,7,2,0,9,44,1,0,0,0,0,0,0,0,0,0,0,0
62,25,0.198300283286119,42,5,8,0,173,319,1,1,0,0,0,0,1,11,0,0,0,0
26,20,0.198300283286119,6,7,2,0,9,44,1,0,0,0,0,0,0,0,0,0,0,0
21,15,0.198300283286119,9,0,1,0,2,30,0,0,0,0,0,0,0,0,0,0,0,0
29,22,0.198300283286119,16,0,1,1,1550,342,1,121,0,0,1,0,1,56,1,1,1,1
51,29,0.198300283286119,22,16,5,1,9,103,1,2,0,0,0,0,0,0,0,0,0,0
54,11,0.198300283286119,37,3,7,0,2,4192,1,2,0,0,1,1,0,2,0,0,1,0
41,14,0.198300283286119,23,6,5,0,9,50,1,0,0,0,0,0,0,0,0,0,0,0
23,17,0.198300283286119,11,0,1,0,2,31,0,0,0,0,0,0,0,0,0,0,0,0
21,15,0.198300283286119,9,0,1,0,2,30,0,0,0,0,0,0,0,0,0,0,0,0
26,20,0.198300283286119,6,7,2,0,9,44,1,0,0,0,0,0,0,0,0,0,0,0
28,14,0.198300283286119,10,6,5,0,9,38,1,0,0,0,0,0,0,0,0,0,0,0
40,29,0.198300283286119,19,9,5,0,59,1848,1,3,0,0,0,0,1,5,1,0,1,0
70,29,0.198300283286119,45,8,10,0,25,100000,1,3,0,0,1,0,0,2,0,0,1,0
24,18,0.198300283286119,5,6,2,0,9,57,1,0,0,0,0,0,0,0,0,0,0,0
20,14,0.198300283286119,8,0,1,0,8,90,1,0,0,0,0,0,0,0,0,0,0,0
79,30,0.198300283286119,46,15,11,0,9,87,1,0,0,0,0,0,0,0,0,0,0,0
26,20,0.198300283286119,6,7,2,0,9,44,1,0,0,0,0,0,0,0,0,0,0,0
50,44,0.198300283286119,28,6,5,0,2,59,0,0,2.702702703,2.702702703,0,0,0,0,0,0,0,0
22,15,0.198300283286119,8,0,2,1,626,656,1,160,0,0,1,0,0,44,0,0,0,1
21,15,0.198300283286119,9,0,1,0,2,30,0,0,0,0,0,0,0,0,0,0,0,0
41,29,0.198300283286119,19,10,5,0,38,135,1,0,0,0,0,0,1,2,0,0,0,0
18,10,0.198300283286119,8,1,1,1,3,273,0,0,0,0,0,0,0,0,0,0,0,0
25,18,0.198300283286119,14,2,2,0,23,85,0,2,6.666666667,6.666666667,0,1,0,0,0,0,0,0
27,20,0.198300283286119,7,7,2,0,9,44,1,0,0,0,0,0,0,0,0,0,0,0
33,25,0.198300283286119,22,0,4,0,120,100000,1,4,0,0,0,0,1,0,0,0,0,0
57,29,0.198300283286119,34,8,8,0,313,197,1,0,0,0,0,0,1,12,1,0,1,0
61,25,0.198300283286119,43,4,7,0,120,100000,1,4,0,0,0,0,1,0,0,0,0,0
26,20,0.198300283286119,6,7,2,0,9,44,1,0,0,0,0,0,0,0,0,0,0,0
18,11,0.198300283286119,5,0,1,1,322,985,1,65,100,100,1,0,0,42,1,1,1,1
22,15,0.198300283286119,9,0,1,1,469,2417,1,13,100,100,1,0,1,46,0,0,1,1
27,20,0.198300283286119,7,7,2,0,9,44,1,0,0,0,0,0,0,0,0,0,0,0
47,25,0.198300283286119,29,5,6,0,120,100000,1,4,0,0,0,0,1,0,0,0,0,0
23,16,0.198300283286119,10,0,1,1,2089,311,1,702,0,0,1,1,1,47,1,0,0,1
21,14,0.198300283286119,8,0,2,0,27,85,0,0,0,0,0,0,1,0,0,0,0,0
26,19,0.198300283286119,12,0,2,1,532,605,1,15,0,0,0,0,1,31,1,0,1,1
24,17,0.198300283286119,11,0,1,1,1788,5209,1,49,100,100,0,0,0,59,1,1,1,1
40,29,0.198300283286119,19,9,5,0,38,135,1,0,0,0,0,0,1,2,0,0,0,0
66,58,0.198300283286119,53,3,3,0,143,409,1,12,0,0,0,0,1,4,0,0,0,0
41,29,0.198300283286119,19,10,5,0,38,135,1,0,0,0,0,0,1,2,0,0,0,0
41,29,0.198300283286119,19,10,5,0,59,1848,1,3,0,0,0,0,1,5,1,0,1,0
24,17,0.198300283286119,11,0,1,1,587,819,1,54,0,0,1,0,0,47,1,0,1,1
26,20,0.198300283286119,6,7,2,0,9,44,1,0,0,0,0,0,0,0,0,0,0,0
21,15,0.198300283286119,9,0,1,0,2,355,1,1,0,0,0,0,0,1,0,0,0,0
26,20,0.198300283286119,6,7,2,0,9,44,1,0,0,0,0,0,0,0,0,0,0,0
27,20,0.198300283286119,9,5,2,0,9,50,1,0,0,0,0,0,0,0,0,0,0,0
21,14,0.198300283286119,8,0,1,1,629,625,1,111,85.71428571,85.71428571,1,0,1,54,0,1,1,1
57,14,0.198300283286119,28,15,7,0,2,66,0,0,9.090909091,2.272727273,0,0,0,0,0,0,0,0
38,11,0.198300283286119,24,0,6,1,48,710,0,1,0,0,0,0,0,1,0,0,0,0
51,16,0.198300283286119,23,17,3,1,2,289,1,0,0,100,0,0,0,0,0,0,0,0
31,25,0.198300283286119,18,0,2,0,9,50,1,0,0,0,0,0,0,0,0,0,0,0
24,12,0.198300283286119,12,2,2,1,141,205,1,1,0,100,0,0,0,0,0,0,1,0
21,14,0.198300283286119,8,0,1,1,1069,557,1,92,100,100,0,1,1,55,1,1,1,1
25,18,0.198300283286119,13,0,1,0,2,34,0,0,0,0,0,0,0,0,0,0,0,0
63,16,0.198300283286119,42,7,7,0,73,7884,1,3,0,0,0,0,1,11,1,0,1,0
26,20,0.198300283286119,6,7,2,0,9,44,1,0,0,0,0,0,0,0,0,0,0,0
22,15,0.198300283286119,9,0,1,1,954,2043,1,153,100,100,1,0,0,19,1,0,1,1
26,20,0.198300283286119,6,7,2,0,9,44,1,0,0,0,0,0,0,0,0,0,0,0
60,10,0.198300283286119,40,7,5,1,227,644,1,34,0,97.82608696,1,1,1,22,1,0,0,0
26,20,0.198300283286119,6,7,2,0,9,44,1,0,0,0,0,0,0,0,0,0,0,0
35,27,0.198300283286119,17,7,4,0,148,24864,1,21,0,0,1,0,1,23,0,0,0,0
32,25,0.198300283286119,19,0,1,1,642,1201,1,14,0,0,0,0,1,18,1,1,0,1
26,20,0.198300283286119,6,7,2,0,9,44,1,0,0,0,0,0,0,0,0,0,0,0
19,12,0.198300283286119,6,0,1,1,477,2808,1,72,100,100,0,1,0,58,1,1,1,1
27,18,0.198300283286119,17,0,2,1,2,289,1,0,100,100,0,0,0,0,0,0,0,0
19,12,0.198300283286119,6,0,1,1,5903,929,1,382,80,80,1,1,0,185,1,1,1,1
47,14,0.198300283286119,28,6,6,0,9,55,1,0,0,0,0,0,0,0,0,0,0,0
60,35,0.198300283286119,28,20,4,1,107,2927,1,2,0,0,0,1,1,1,0,0,0,0
26,20,0.198300283286119,6,7,2,0,9,44,1,0,0,0,0,0,0,0,0,0,0,0
48,31,0.198300283286119,31,6,4,0,217,1843,1,32,0,0,0,0,1,18,0,0,1,0
26,20,0.198300283286119,6,7,2,0,9,44,1,0,0,0,0,0,0,0,0,0,0,0
17,11,0.198300283286119,4,1,1,0,2,27,0,0,0,0,0,0,0,0,0,0,0,0
34,28,0.198300283286119,20,0,3,0,9,44,1,0,0,0,0,0,0,0,0,0,0,0
51,27,0.198300283286119,33,2,8,1,3,6289,1,1,0,0,0,0,0,0,0,0,1,0
24,16,0.198300283286119,7,7,3,0,2,83,0,0,7.692307692,7.692307692,0,0,0,0,0,0,0,0
23,16,0.198300283286119,10,0,1,1,4316,2585,1,185,100,100,1,0,1,41,0,0,1,1
26,20,0.198300283286119,6,7,2,0,9,44,1,0,0,0,0,0,0,0,0,0,0,0
44,14,0.198300283286119,26,6,5,0,9,52,1,0,0,0,0,0,0,0,0,0,0,0
25,18,0.198300283286119,12,0,1,1,1618,1577,1,35,100,100,1,0,0,57,0,1,1,1
26,20,0.198300283286119,6,7,2,0,9,44,1,0,0,0,0,0,0,0,0,0,0,0
27,20,0.198300283286119,7,7,2,0,9,44,1,0,0,0,0,0,0,0,0,0,0,0
71,25,0.198300283286119,50,0,10,0,3,49206,0,1,0,0,0,0,0,3,0,0,0,0
88,28,0.198300283286119,49,24,7,1,486,76696,1,33,0,0,1,0,0,13,1,0,0,0
19,13,0.198300283286119,7,0,1,0,18,645,1,0,0,0,0,0,0,0,0,0,0,0
26,20,0.198300283286119,6,7,2,0,9,44,1,0,0,0,0,0,0,0,0,0,0,0
27,20,0.198300283286119,13,0,2,1,511,7102,1,101,100,100,0,0,1,74,0,0,0,1
26,20,0.198300283286119,6,7,2,0,9,44,1,0,0,0,0,0,0,0,0,0,0,0
17,10,0.198300283286119,4,0,1,1,3595,1345,1,296,100,100,1,1,1,144,1,1,1,1
26,20,0.198300283286119,6,7,2,0,9,44,1,0,0,0,0,0,0,0,0,0,0,0
26,19,0.198300283286119,9,3,3,0,9,50,1,0,0,0,0,0,0,0,0,0,0,0
23,16,0.198300283286119,11,0,1,0,9,70,1,1,100,100,0,0,0,0,0,0,0,0
54,14,0.198300283286119,25,15,7,0,9,63,1,0,0,0,0,0,0,0,0,0,0,0
21,14,0.198300283286119,7,0,2,1,657,1397,1,20,0,0,1,1,0,46,1,0,1,1
26,20,0.198300283286119,6,7,2,0,9,44,1,0,0,0,0,0,0,0,0,0,0,0
18,12,0.198300283286119,6,0,1,0,9,68,1,1,100,100,0,0,0,0,0,0,0,0
26,20,0.198300283286119,6,7,2,0,9,44,1,0,0,0,0,0,0,0,0,0,0,0
46,14,0.198300283286119,27,6,6,0,9,55,1,0,0,0,0,0,0,0,0,0,0,0
51,16,0.198300283286119,23,17,3,1,2,289,1,0,0,100,0,0,0,0,0,0,0,0
26,20,0.198300283286119,6,7,2,0,9,44,1,0,0,0,0,0,0,0,0,0,0,0
41,29,0.198300283286119,19,10,5,0,59,1848,1,3,0,0,0,0,1,5,1,0,1,0
27,20,0.198300283286119,7,7,2,0,9,44,1,0,0,0,0,0,0,0,0,0,0,0
26,20,0.198300283286119,6,7,2,0,9,44,1,0,0,0,0,0,0,0,0,0,0,0
27,20,0.198300283286119,7,7,2,0,9,44,1,0,0,0,0,0,0,0,0,0,0,0
49,25,0.198300283286119,31,5,6,0,120,100000,1,4,0,0,0,0,1,0,0,0,0,0
41,29,0.198300283286119,19,10,5,0,38,135,1,0,0,0,0,0,1,2,0,0,0,0
20,13,0.198300283286119,7,0,1,1,1651,8047,1,300,0,0,0,1,0,65,1,0,1,1
26,20,0.198300283286119,6,7,2,0,9,44,1,0,0,0,0,0,0,0,0,0,0,0
22,15,0.198300283286119,9,0,1,1,4335,863,1,329,100,100,1,0,1,118,1,1,1,1
25,19,0.198300283286119,12,0,2,0,9,50,1,0,0,0,0,0,0,0,0,0,0,0
45,16,0.198300283286119,21,11,5,1,4,100000,0,0,7.692307692,3.03030303,0,0,0,0,0,0,0,0
78,14,0.198300283286119,35,28,8,0,9,87,1,0,0,0,0,0,0,0,0,0,0,0
41,29,0.198300283286119,19,10,5,0,261,184,1,5,0,0,0,0,1,7,0,0,1,0
22,16,0.198300283286119,9,1,1,0,2,30,0,0,0,0,0,0,0,0,0,0,0,0
37,18,0.198300283286119,20,2,4,0,9,50,1,0,0,0,0,0,0,0,0,0,0,0
26,20,0.198300283286119,6,7,2,0,9,44,1,0,0,0,0,0,0,0,0,0,0,0
28,14,0.198300283286119,11,6,4,0,9,38,1,0,0,0,0,0,0,0,0,0,0,0
16,10,0.198300283286119,3,1,1,0,2,25,0,0,33.33333333,33.33333333,0,0,0,0,0,0,0,0
26,20,0.198300283286119,6,7,2,0,9,44,1,0,0,0,0,0,0,0,0,0,0,0
26,20,0.198300283286119,6,7,2,0,9,44,1,0,0,0,0,0,0,0,0,0,0,0
47,25,0.198300283286119,27,7,6,0,120,100000,1,4,0,0,0,0,1,0,0,0,0,0
41,29,0.198300283286119,19,10,5,0,59,1848,1,3,0,0,0,0,1,5,1,0,1,0
51,14,0.198300283286119,34,6,4,0,9,59,1,0,0,0,0,0,0,0,0,0,0,0
59,20,0.198300283286119,39,6,6,1,2,289,1,0,0,100,0,0,0,0,0,0,0,0
20,13,0.198300283286119,7,0,1,1,429,910,1,76,100,100,1,0,0,27,1,0,1,1
40,29,0.198300283286119,19,9,5,0,38,135,1,0,0,0,0,0,1,2,0,0,0,0
26,20,0.198300283286119,6,7,2,0,9,44,1,0,0,0,0,0,0,0,0,0,0,0
39,33,0.198300283286119,18,7,3,0,25,100000,1,2,0,0,0,1,0,2,0,0,1,0
30,14,0.198300283286119,14,6,3,0,9,50,1,0,0,0,0,0,0,0,0,0,0,0
16,9,0.198300283286119,3,0,1,1,2642,600,1,337,100,100,1,0,1,76,1,1,1,1
26,20,0.198300283286119,6,7,2,0,9,44,1,0,0,0,0,0,0,0,0,0,0,0
26,20,0.198300283286119,6,7,2,0,9,44,1,0,0,0,0,0,0,0,0,0,0,0
47,29,0.198300283286119,27,7,6,0,25,100000,1,3,0,0,1,0,0,2,0,0,1,0
17,10,0.198300283286119,5,0,1,0,9,302,0,0,0,0,0,0,0,0,0,0,0,0
40,29,0.198300283286119,19,9,5,0,202,174,1,2,0,0,0,0,1,34,0,0,1,0
26,20,0.198300283286119,6,7,2,0,9,44,1,0,0,0,0,0,0,0,0,0,0,0
46,21,0.198300283286119,29,1,4,1,25,100000,1,2,0,100,0,1,0,2,0,0,1,0
26,20,0.198300283286119,6,7,2,0,9,44,1,0,0,0,0,0,0,0,0,0,0,0
26,20,0.198300283286119,6,7,2,0,9,44,1,0,0,0,0,0,0,0,0,0,0,0
21,14,0.198300283286119,8,0,1,1,386,1020,1,67,100,100,1,0,1,32,1,1,1,1
71,17,0.198300283286119,52,0,12,0,87,230,1,0,0,0,0,0,1,6,0,0,1,0
57,14,0.198300283286119,27,16,7,0,9,66,1,0,0,0,0,0,0,0,0,0,0,0
23,17,0.198300283286119,9,2,1,0,9,50,1,0,0,0,0,0,0,0,0,0,0,0
41,29,0.198300283286119,19,10,5,0,67,151,1,0,0,0,0,0,1,3,0,0,1,0
21,14,0.198300283286119,9,0,1,0,3,30,0,0,0,0,0,0,0,0,0,0,0,0
21,14,0.198300283286119,8,0,1,1,308,3134,1,35,85.71428571,85.71428571,0,0,0,19,1,0,1,1
32,25,0.198300283286119,18,0,2,1,438,1482,1,55,0,0,1,0,1,13,1,0,0,1
24,16,0.198300283286119,7,7,3,0,125,19980,1,4,0,0,0,0,1,0,0,0,0,0
26,20,0.198300283286119,6,7,2,0,9,44,1,0,0,0,0,0,0,0,0,0,0,0
33,27,0.198300283286119,15,4,3,0,9,44,1,0,0,0,0,0,0,0,0,0,0,0
26,20,0.198300283286119,6,7,2,0,9,44,1,0,0,0,0,0,0,0,0,0,0,0
25,19,0.198300283286119,12,0,2,0,2,35,0,0,0,0,0,0,0,0,0,0,0,0
17,11,0.198300283286119,5,0,1,0,16,64,1,0,100,100,0,0,0,0,0,0,0,0
25,18,0.198300283286119,12,0,1,1,12285,2742,1,1872,0,0,1,1,1,71,1,1,1,1
21,14,1,8,0,1,1,1476,3180,1,146,0,0,0,1,1,121,1,1,1,1
42,10,0,27,3,5,0,9,93,1,2,0,0,0,0,0,0,0,0,0,0
33,17,0,18,0,4,0,9,84,1,2,0,0,0,0,0,0,0,0,0,0
214,12,0,111,82,13,1,431,100000,1,18,0,0,0,0,0,6,1,0,1,0
20,12,0,11,0,2,0,9,80,1,2,100,100,0,0,0,0,0,0,0,0
63,32,0,32,17,6,1,2,72,0,0,3.571428571,2,0,0,0,0,0,0,0,0
18,11,1,5,0,1,1,810,9369,1,76,0,0,1,0,1,58,1,1,0,1
23,9,0,13,0,2,1,110,226,1,2,0,100,1,0,1,2,1,0,1,0
31,24,0.671641791044776,18,0,1,1,3205,14918,1,618,0,0,1,1,1,76,1,1,1,1
30,23,0.671641791044776,17,0,1,1,512,8108,1,105,0,0,1,1,1,30,1,1,0,1
20,13,0.671641791044776,7,0,1,1,140,392,1,6,100,100,0,0,0,13,1,1,1,1
31,24,0.671641791044776,18,0,1,1,1027,4157,1,75,0,0,0,0,1,63,1,1,0,1
27,20,0.671641791044776,14,0,1,1,1498,2426,1,240,0,0,1,0,1,24,1,1,1,1
31,23,0.671641791044776,17,4,3,0,11,75,1,1,0,0,0,0,0,0,0,0,0,0
